,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,disclosure_date
7729,03/12/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7730,03/13/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7731,03/13/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7732,03/16/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7733,03/16/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7734,03/16/2015,Joint,XLS-WI,Exelis Inc. Common Stock Ex-Dis (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7735,03/16/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7736,03/18/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7737,03/18/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7738,03/19/2015,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7739,03/20/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7740,03/27/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7741,03/27/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7742,04/17/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7743,04/23/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7744,04/24/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7745,04/24/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7746,04/29/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7747,04/15/2015,Joint,MOS,The Mosaic Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7748,05/06/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7749,05/06/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7750,05/07/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7751,05/07/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7752,05/14/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7753,05/12/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7754,05/13/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7755,05/14/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7756,05/14/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7757,05/15/2015,Joint,AXLL,Axiall Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7758,05/29/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7759,01/06/2015,Joint,--,"Gainesville GA WTR &amp; SWR REV <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 11/15/21</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7760,01/12/2015,Joint,--,"Atlanta GA GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 12/01/21</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/112fdda9-70c4-4cc5-a386-5c9491ba2d9b/,06/04/2015
7761,05/26/2015,Joint,XRT,SPDR Series Trust - SPDR S&amp;P Retail ETF (NYSEArca),Stock,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/22badbaf-6e93-484f-a336-885432370f1a/,06/04/2015
7762,05/15/2015,Spouse,--,ZNGA,Stock,Sale (Partial),"$1,001 - $15,000",SEP,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/490c872c-0a5b-47ea-a5c0-c95307a71be9/,06/03/2015
7763,05/15/2015,Spouse,--,AAPL,Stock,Purchase,"$1,001 - $15,000",SEP,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/490c872c-0a5b-47ea-a5c0-c95307a71be9/,06/03/2015
7764,05/15/2015,Spouse,--,NFLX,Stock,Sale (Full),"$15,001 - $50,000",SEP,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/490c872c-0a5b-47ea-a5c0-c95307a71be9/,06/03/2015
7765,05/06/2015,Spouse,--,COST,Stock,Purchase,"$1,001 - $15,000",SEP,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/490c872c-0a5b-47ea-a5c0-c95307a71be9/,06/03/2015
7766,05/06/2015,Spouse,--,NFLX,Stock,Purchase,"$15,001 - $50,000",SEP,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/490c872c-0a5b-47ea-a5c0-c95307a71be9/,06/03/2015
7767,05/27/2015,Child,KORS,Michael Kors Holdings Limited (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7768,05/27/2015,Spouse,AMGN,Amgen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7769,05/27/2015,Joint,BAC,Bank of America Corporation (NYSE),Stock,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7770,05/18/2015,Joint,CY,Cypress Semiconductor Corporation (NASDAQ),Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7771,05/18/2015,Joint,RTN,Raytheon Company (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7772,05/07/2015,Joint,PCAR,PACCAR Inc. (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7773,05/07/2015,Joint,PRU,"Prudential Financial, Inc. (NYSE)",Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7774,05/27/2015,Self,FEYE,"FireEye, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7775,05/27/2015,Self,MRK,Merck &amp; Co. Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7776,05/27/2015,Self,TU,TELUS Corporation (NYSE),Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7777,05/07/2015,Self,NFLX,"Netflix, Inc. (NASDAQ)",Stock,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7778,05/07/2015,Self,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/d16a03dd-c7ee-4bf8-b760-bccb5d5677c2/,06/03/2015
7779,05/15/2015,Spouse,--,"JJPM Contingent Autocall Halliburton <div class=""text-muted""><em>Rate/Coupon:</em> 10%<br> <em>Matures:</em> 05/18/2018</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015
7780,05/11/2015,Spouse,--,"MS Contingent Autocall Halliburton <div class=""text-muted""><em>Rate/Coupon:</em> 11.2%<br> <em>Matures:</em> 02/09/2018</div>",Corporate Bond,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015
7781,05/05/2015,Spouse,--,"Barclays Contingent Autocall on CBS <div class=""text-muted""><em>Rate/Coupon:</em> 8.45%<br> <em>Matures:</em> 02/02/2018</div>",Corporate Bond,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015
7782,05/14/2015,Spouse,--,SPDR Euro Stoxx 50 ETF,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015
7783,05/14/2015,Spouse,--,Under Armour Inc,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015
7784,05/14/2015,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015
7785,05/05/2015,Spouse,--,"Barclays Contingent Autocall on CBS <div class=""text-muted""><em>Rate/Coupon:</em> 8.45%<br> <em>Matures:</em> 02/02/2018</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015
7786,05/01/2015,Spouse,--,"JPM Contingent Autocall Mobileye N.V. <div class=""text-muted""><em>Rate/Coupon:</em> 13.75%<br> <em>Matures:</em> 05/05/2016</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015
7787,06/01/2015,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,James M Inhofe,https://efdsearch.senate.gov/search/view/paper/A3B18805-1140-435B-94D8-35273BFCB52A/,06/01/2015
7788,05/21/2015,Self,ALTR,Altera Corp. (NASDAQ),Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/,05/28/2015
7789,04/29/2015,Self,PG,The Procter &amp; Gamble Company (NYSE),Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/,05/28/2015
7790,04/29/2015,Self,AMZN,Amazon.com Inc. (NASDAQ),Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/,05/28/2015
7791,04/21/2015,Self,EMR,Emerson Electric Co. (NYSE),Stock,Purchase,"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/,05/28/2015
7792,04/21/2015,Self,WFC,Wells Fargo &amp; Company (NYSE),Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/,05/28/2015
7793,04/14/2015,Self,ETN,Eaton Corporation plc (NYSE),Stock,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/,05/28/2015
7794,04/14/2015,Self,MCD,McDonald's Corp. (NYSE),Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/,05/28/2015
7795,05/12/2015,Spouse,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> Care 24/7 LLC &nbsp;(Knoxville, TN) </div> <div class=""text-muted""><em>Description:</em>&nbsp;A health care service and technology company that coordinates and explains treatment recommendations for patients with serious illnesses.</div>",Non-Public Stock,Purchase,"$1,001 - $15,000",Underlying asset of West Virginia Growth Investment LLC,"Joseph Manchin, Iii",https://efdsearch.senate.gov/search/view/ptr/caaaf8bc-5e68-42de-ae59-4cfcaedecb12/,05/27/2015
7796,04/14/2015,Spouse,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> PECA Labs Inc. &nbsp;(Pittsburgh, PA) </div> <div class=""text-muted""><em>Description:</em>&nbsp;A medical device company focused on bringing new solutions to underserved populations.</div>",Non-Public Stock,Purchase,"$1,001 - $15,000",Underlying asset of West Virginia Growth Investment LLC,"Joseph Manchin, Iii",https://efdsearch.senate.gov/search/view/ptr/caaaf8bc-5e68-42de-ae59-4cfcaedecb12/,05/27/2015
7797,04/14/2015,Spouse,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> VCalc LLC &nbsp;(Frederick, MD) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Social media productivity company that is building a calculator for the web and mobile devices.</div>",Non-Public Stock,Purchase,"$1,001 - $15,000",Underlying asset of West Virginia Growth Investment LLC,"Joseph Manchin, Iii",https://efdsearch.senate.gov/search/view/ptr/caaaf8bc-5e68-42de-ae59-4cfcaedecb12/,05/27/2015
7798,11/24/2014,Spouse,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> West Virginia Growth Investment LLC &nbsp;(Charleston, WV) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Investment fund formed to invest in small businesses that operate in and around West Virginia</div>",Non-Public Stock,Purchase,"$15,001 - $50,000",--,"Joseph Manchin, Iii",https://efdsearch.senate.gov/search/view/ptr/caaaf8bc-5e68-42de-ae59-4cfcaedecb12/,05/27/2015
7799,11/24/2014,Spouse,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> nChannel, Inc. &nbsp;(Columbus, OH) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Software company providing cloud-based, multi-channel software for retail companies</div>",Non-Public Stock,Purchase,"$1,001 - $15,000",Underlying asset of West Virginia Growth Investment LLC,"Joseph Manchin, Iii",https://efdsearch.senate.gov/search/view/ptr/caaaf8bc-5e68-42de-ae59-4cfcaedecb12/,05/27/2015
7800,05/13/2015,Joint,VRTX,Vertex Pharmaceuticals Incorporated (NASDAQ),Stock,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/b76ec2ca-e1a4-40f5-a2b1-77d3dfbefdca/,05/27/2015
7801,05/11/2015,Self,UTX,United Technologies Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/e9b7f418-c705-4011-b401-ff5a5c971d64/,05/21/2015
7802,05/11/2015,Self,SLY,"SPDR S&amp;P 600 Small Cap ETF (NYSEArca) <div class=""text-muted""><em>Description:</em>&nbsp;ETF</div>",Other Securities,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/e9b7f418-c705-4011-b401-ff5a5c971d64/,05/21/2015
7803,04/01/2015,Spouse,--,"Muni Bond Cape Elizabeth ME <div class=""text-muted""><em>Rate/Coupon:</em> 3.75%<br> <em>Matures:</em> 04/01/2016</div>",Municipal Security,Sale (Full),"$15,001 - $50,000","Redemption ""Called""","Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/f3195f71-6d23-460d-89d0-9acf5862ebf5/,05/20/2015
7804,05/07/2015,Joint,IBKC,IberiaBank Corp. (NASDAQ),Stock,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/98b3f68c-01cd-4642-8c17-ecadc1cbeb93/,05/20/2015
7805,05/06/2015,Joint,IBKC,IberiaBank Corp. (NASDAQ),Stock,Sale (Partial),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/98b3f68c-01cd-4642-8c17-ecadc1cbeb93/,05/20/2015
7806,04/27/2015,Joint,PG,The Procter &amp; Gamble Company (NYSE),Stock,Purchase,"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/98b3f68c-01cd-4642-8c17-ecadc1cbeb93/,05/20/2015
7807,05/19/2015,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Richard M Burr,https://efdsearch.senate.gov/search/view/paper/FEF47448-AFDE-4858-BE6F-ADB7FEC1BE4A/,05/19/2015
7808,05/15/2015,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Mark R Warner,https://efdsearch.senate.gov/search/view/paper/6F80BD03-4293-4352-B84E-0F36BAD82165/,05/15/2015
7809,03/13/2015,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7810,12/15/2014,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7811,09/15/2014,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7812,06/13/2014,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7813,03/14/2014,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7814,12/16/2013,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7815,09/13/2013,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7816,06/13/2013,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7817,03/15/2013,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7818,12/17/2012,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7819,09/13/2012,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015
7820,05/04/2015,Self,TBF,ProShares Short 20+ Year Treasury (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/e52c1eb3-b5cc-496b-8719-ba27adf517b2/,05/13/2015
7821,05/04/2015,Joint,TBF,ProShares Short 20+ Year Treasury (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/e52c1eb3-b5cc-496b-8719-ba27adf517b2/,05/13/2015
7822,04/29/2014,Spouse,--,"CSX Corp NTS ISIN US126408GQ05 <div class=""text-muted""><em>Rate/Coupon:</em> 7.375<br> <em>Matures:</em> 02/01/2019</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Roger F Wicker,https://efdsearch.senate.gov/search/view/ptr/9dc45801-af49-4036-8c80-0038b7a19bc1/,05/13/2015
